nama,review,bintang
Prime TIME,"Dosen nya penuh totalitas dalam memberikan kuliah, sehingga mampu menghasilkan Lulusan terbaik.Maju terus ULBI#kuliahdiULBIaja#ULBIDosen nya penuh totalitas dalam memberikan kuliah, sehingga mampu menghasilkan Lulusan terbaik.Maju terus ULBI …Lengkapnya",5
fitra rachmad,,5
Muhammad Aksal,"Kampus logistik dan bisnis terbaik, pencetak lulusan siap pakai. Memberi bukti bukan sekedar janji. 👍",5
Airiyani Zulkarnain,,5
Gun Gun Hamdani,Kampusnya nyaman n keren...menghasilkan talenta terbaik dibidang manajemen logistik👍,5
Shinta Sriwahyuni,,5
parulian hutajulu,Setelah sukses dari STIMLOG dan Poltekpos sekarang merger menjadi Univeristas Logistik dan Bisnis Internasional...semakin maju dan terdepan...,5
Yoh Casmadi,,5
ZubEejubaedah,"kampusnya nyaman, adem, fasilitasnya juga oke banget buat menunjang materi perkuliahan sehari-hari",5
Arida Murti Martikasari,,5
Rahmat Karo Purba,kampus dengan lingkungan yang asri dan sejuk dapat menambah semangat pembelajaran. memiliki jurusan logistik bisnis satu satunya di indonesia.,5
Aldian agung,,5
Bom-Bom Batam,Semoga bisa melahirkan generasi pos yang semakin profesional dan tangguh ditengah persaingan bravo PT Pos Indonesia,5
Nova Novianti,,5
Ign Alit,"Kampusnya sejuk, enak buat belajar, program studi nya beragam dan lulusan nya cepat bekerja..",5
Ade Budiman,,5
xyzarco,"Wawww,, kampusnya keren fasilitas nya juga ok , , pasti menjadikan mahasiswanya bertalenta di manajemen logistik ,",5
taa_chila,,5
Euis Roseliana,Alamamater tercinta🥰🥰,5
Rumi Nurtaty,,5
R5R_1643_AHMAD,Universitas yang keren banget. Prodi-prodinya mencetak lulusan yang dibutuhkan untuk industry 4.0. Sukses terus ULBI,5
yulian panji,,5
Ciptarini Apriyanti,"Kampusnya nyaman ,sagat ASRI",5
Erwin Sanjaya,,5
Lenny Nanlohy,"Jaya terus Politeknik Pos Indonesia dan STIMLOG, semoga hasil merger menjadi Universitas Logistik dan Bisnis Internasional (ULBI) semakin terdepan.....",5
Zahran Asyatir,,5
Ketut Krisna Wibawa,"Bangga menjadi alumni Poltekpos  prodi  Logistik Bisnis , sekarang menjadi ULBI  menghasilkan lulusan terbaik di bidang logistik 👍👍👍 maju terus ULBI👍💪💪💪😍🤗",5
Amran Km,,5
Junior Milan,Memgikuti seminar perpajakan PP 36 Tahun 2017 dan Perpu No.1 tentang Akses Informasi Untuk Kepentingan Perpajakan.Kerjasama IAI Wilayah Jabar dan Kanwil DJP Wajib Pajak BesarMemgikuti seminar perpajakan PP 36 Tahun 2017 dan Perpu No.1 tentang Akses Informasi Untuk Kepentingan Perpajakan. …Lengkapnya,3
Vellina Nurlia,,3
Nurarif Febriyanti,universitas yang mempunyai kompetensi bagi mahasiswanya untuk menjadi akhli bidang logistik dan SCM yang di ntegrasikan dengan bidang ke ilmuan lainya,5
Wijaya Katwang,,5
Cici,"Kampus yang asri dan sejuk dengan dosen2 yang keren dan kompeten di bidang nya , pokoknya ngga nyesel deh kuliah di sini 😉",5
Hamid Wahidin,,5
Boby Ade Saputra,menciptakan tenaga handal dan siap bekerja dengan dedikasi tinggi. fasilitas kampus yang lengkap  jadi buruan daftar segera,5
Danny Saputra,,5
Lindra Rajagukguk,"Kampusnya bagus, cocok untuk calon orang-orang terbaik di bidang manajemen logistik dan suplay chain",5
Recondution RDT,,5
ka har,"Ada 3 Prodi S1 baru di ULBI yang menarik, yaitu Manajemen Rekayasa, Sains Data dan Bisnis Digital 🌟",5
Rosnani Nasrul,,5
Rachmawati W.,"Kampus yang terbagus dan terbaik untuk menghasilkan expert di dunia logistik. Kerennn 👍👍, jadi pingin kuliah lagi nie 🙂🙂",5
istiqomah syariah,,5
Listyo Adi P,"Perguruan Tinggi terpercaya, dg lulusan yg handal, siap untuk membangun dan memajukan Negeri ini,,Pokoe TOP!!",5
tutur ciput,,5
Farrell Pratama,Kampusnya keren...pengajarnya berkompeten di bidangnya...Belajar ilmu logistik sekaligus peluangnya kedepan 👍👍👍,5
Sheila Zahra (sheilalocot),,5
Anonymous 777,Kampusnya keren dan bisa menciptakan lulusan yg siap pakai di dunia kerja,5
Amrizal Triyudanto,,5
Desty Pristiani (pristy),"Keren kuliah disini, dapat pengalaman ilmu logistik, dan semua materi yang berhubungan dengan logistik baik keuangan, hukum2 tentang logistik. Sukses selalu ULBI",5
Irfan Aidil Putra,,5
Made Yadi,tempat kuliah dgn lokasi yang sangat tenang sehingga mahasiswa bisa lebih fokus dalam menimba ilmu,5
Ayi Sopandi,,5
Nurdiansyah Yodi,Tempatnya banyak pohon adem,5
Sugiyadi Di,,5
Risang Gema Pamilih,"Kampusnya sejuk adem kok, cukup luas dan kelas2nya jg mantep",4
riyana anggun,,4
Muhammad Sholeh,"Suasana Kampus bagus,  Kulitas pendidikan OK, setelah lulus gampang cari kerja .. TOP...TOP. TOP..",5
Agus Purnomo,,5
Priyo Sri Hadmanto,Kepada nayla chikal pangesty di tunggu itikad baik nya sama langganan ojek makasih mohon di sampaikan kepda mahasiswa/mahasiswi poltekpos soalnya di wa tidak di bales2 di telpin tidak di angkat2,1
FRZ 666,,1
nunurara eni,Ini kampus yg keren...lokasinya yg luas dan adem cocok utk tempat menimba ilmu,5
Bustomi Arifin,,5
Ramos Butarbutar,Poltekpos termasuk kedalam aperti bumn,5
Markhotun sucy diningsih,,5
Agus Mulyadi,"Tempat ruang kuliahnya lumayan nyaman, terus luas juga. Hawanya dingin masih asri. Jalan menuju kesini sempit",5
Yohanes Teguh,,5
Ko Kebangetan,Kampus yg keren dgn kwalitas lulusan yg mudah mendapatkan pekerjaan di bidang logistik,5
Indra Nawang,,5
pproudlotul jannah,Kuliah disini banyak ilmu dan pengalaman yang didapatkan. Semoga jaya terus ULBI (merger Politeknik Pos Indonesia dan STIMLOG),5
Nur Dwi Muhammad Taufiq,,5
faqih rafsyah,"Kampus milik BUMN yg keren, dosennya asyik, punya network luas dan lokasinya asri",5
Moch. Rizal Ridhal Malik,,5
Syahrillah Kurnia,"Kampusnya keren, dosennya profesional. Mantap dah ngga nyesel kuliah disini",5
Charlotte Yuthafiga,,5
Fandhy Putra Channel,Kampus nyaman buat belajarTempat yang pas buat yang mau belajar logistik khususnyaULBI keren,5
Asdfgooddess,,5
Djoko Prasetyo,Kampus nya talent - talent logistik Dan supply chain. Solusi untuk yg ingin belajar ilmu logistik Dan SCM,5
Laila Nursiami,,5
Feby Wulandari,"Bagi milenial yang ingin menjadi expert logistik dan bisnis antar bangsa, di sinilah tempat yang tepat untuk memulai.",5
Omens Roch,,5
Rizkie Oktariansyah,Alhamdulillah udah Lolos di ULBI,5
Ida Maria,,5
Adha Swiss,"Mau jadi ahli logistik dan supply chain management?..belajarlah di kampus ini, kapabilitas kampus sangat mendukung.",5
Boneta Indriana,,5
Anthony,Satu2nya kampus yg memiliki jurusan logistik. menghasilkan lulusan yang  berkualitas,5
Joko Rusbiyanto,,5
Agung Buana,Di D4 belajar nya langsung praktek jadi paham konsep dan bisa ngembangin materi nya.,5
jauhar ali,,5
lost howos,"Universitas Logistik dan Bisnis Internasional (ULBI hasil merger POLTEKPOS & STIMLOG) Keren, Tempat Membangun Masa Depan Sukses",5
bunda almee,,5
PETRACOM BANDUNG,kampusnya asyik dan semoga lulusannya cepet dpt kerja....,5
Faiz Nazih Fadlurahman Arsito,,5
Mohamad Ramadani Ariadin,"Kampus yg nyaman,Dosen2 yg baik2 dan berkompetenStaf2 yg baik dan ramah2Lingkungan yg nyaman.",5
Lily Hariman,,5
serotonin7 lifeis,"kampusnya nyaman dan asri, program studinya uptodate dengan kebutuhan industri saat ini",5
Zikra Hasan,,5
Mulyana Riyana Mahmud,bagus untuk kesehatan karena olahraga setiap hari naik turun tangga cantik,5
Srihandayani Srihandayani,,5
Kusno Sujarwadi,Kampusnya keren..prodinya jg oke punya..yuk kuliah di ULBI..,5
Naufal Betz,,5
Dedeh Sri Mulyanti,kerennn...universitas yang sangat tepat bagi generasi mudah yang ingin menekuni perlogistican...,5
Dedi Holiludin,,5
Rifa'i fajar,tidak ada lift buat naik ke lantai 3 tidak ramahminimal eskalator,4
Muhammad Farrel Maulana,,4
Maria Rosari Stefania Ere pati,Kampus logistik pertama yg kualified dan lulusannya siap kerja dan cepat dapet kerja,5
Alia Silmi Madani,,5
Muhamad Aripin,"Kampusnya representative, sejuk... Dosennya oke², lulusannya siap kerja...👍👍👍",5
Era Zuraida,,5
Chris,Suasana Kampusnya Adem dan nyaman untuk menuntut ilmu jauh dari kebisingan,5
Desta Alya Putri,,5
Agus Syahroni,"Salah satu perguruan tinggi yang mengembangkan program studi logistik bisnis. Ada jurusan logistik bisnis, akuntansi, manajemen bisnis, teknik informatika, manajemen informatika semuanya d3/d4",5
Muhammad Farhan Akbar,,5
Ahdiyanto,"Menginap di Wisma Politeknik Pos, Bandung. Oke dan nyaman tempat menginapnya. TV, shower, bedroom, dan AC.",3
Muhammad Arief Purnomo,,3
Rizky Pratama,"Kampus logistik yang keren, menghasilkan lulusan yang berkualitas dan siap kerja",5
min hoerror,,5
Rachmadina Sahra Annisa,makin OK ....dulunya Poltek dan STIMLog ...sekarang jadi ULBI...Univ Logistik Bisnis Internasional......,5
Ahmad Chairil Farhan,,5
Rahma Dhani,"Saya alumni Politeknik Pos, dan alhamdulillah sekarang sudah menjadi Universitas",5
Yoyoh Kartikasari,,5
Gilbert Paska Ferdianto,Buat daftar administrasinya jelek,1
SitiiMariiah,,1
naumi putri,Sekolahnya bagus dan terarah dengan spesialisasi logistik yg sangat dibutuhkan di pasar tenaga kerja,5
Raya Yuliawan,,5
Dimas Mhf,kampus swasta yang sangat nyaman dan asri di Bandung dan juga jurusan yang kekinian,5
Muhammad Adjie,,5
darinda aritiya,"Kampus yang tenang, asri dan cukup luas dengan fasilitas yg cukup lengkap",4
Benang Kusut,,4
Syaiful Hilman,Tempat perjuangan suami menempuh pnsDan bisa d bilang nyaman tempatnya n asri,5
Muhammad Haikal Baihaqi,Pengalaman logistik yg dimiliki menambah kekayaan ilmu bagi mahasiswa,5
Louise Kezia Theresa Hutapea,"apa betul perguruan sebesar ini tidak punya BALAI PENGOBATAN untuk mahasiswanya, khususnya untuk mahasiswa yang pas-pasan",5
samuel Clinton sibatuara,,5
Lintang Safiraa,"Kampus  pilihan utk menjadi expert di bidang logistik, teknologi dan bisnis.",5
Imas Supriatin,Salah satu universitas terbaik dalam mencetak generasi penerus bangsa,5
Muhammad Rifky,"Saya angkatan 2 sekarang sudah bekerja di BUMN, terimakasih Politeknik Pos Indonesia (ULBI)",5
Ahmad Awaludin,"Kampus logistik terbaik, merasa bangga jadi lulusan ULBI",5
Fenty Aprilia Tri Wardani,Wah mantap Universitas yang keren banget Sukses terus ULBI👍,5
Dewi Sundari Tambunan,Punya temen yg ansknya sekolah disini,5
Ahmad Zeinuri,Tempat saya kuliah dulu,5
Novita Sari,Bagus dan tepat utk suasana kuliah yg jauh dari keramaian,5
Laily Mukherjee,Buat rekans milenial tempat yg pas buat dapetin ilmu logistik dan bisnis,5
m hellys.n.c,Semoga ULBI menjadi universitas unggulan di bidang SCM dan Digital Bisnis,4
Arfan Aidid,,4
WALIONO RISWI,"Ya allah mudah""an q bisa bertemu kembali sama sahabatku teh heny",3
Rajid Khan,,3
Lallang Andi,Kampus yg asri dan nyaman dengan fasilitas yg sangat memadai,5
dian eka Septiani,Tempat menyenangkan untuk menimba  ilmu yg berguna utk bisnis terkini,5
Herry Suparno,,5
Reinhard Linggi Allo,😍,5
Endro Tjahjono,,5
Mega Nur Azizah,University yg membawa harapan baik bagi industry Logistics,5
IRFANDY MANAF,"tempat nya bagus, luas sarana prasarana lengkap",5
feylina fela shalamah,"Universitas logistik,  tempat kuliah yg nyaman dan asri.",5
Martini Wahyu,Pindahan kost anak,5
Puspa Yudha,duh kampusnya keren banget aseli,5
IGNATIUS WIDIHANDONO,nggak punya adap !! kegiatan gak pagi siang malam tidak tau hidup di lingkungan padat ! bahkan adzan pun mahasiswa tidak peduli. berisik dan berisik.,1
isti mahameru,,1
Wendy Nugroho,hahaha kangen,5
Septian Mochamad Ramlansyah,"Kampus terbaik utk milenial, suasana yg asik, dgn pembimbing yg profesional menghasilkan mahasiswa yg siap kerja....ayo belajar di univ logistik 💪👍",5
Sayi 88,,5
Abdul Jamil,Kampus Keren.. yg saya tahu ini universitas logistik pertama di Indonesia.. lulusannya bisa kerja dimana saja.. dan lulusannya sudah  siap memasuki lapangan kerja..Bravo ULBI,5
irman irman,Good saya pernah ambil prodi logistik keren ternayata,5
nandang muhlis,Kampus nya kereeeen ...menghasilkan telenta terbaik...and satu lagi nie lulusanx sdh siap kerja..,5
indah winda,Sudah 9 tahun yang lalu.. Terakhir ambil ijazah..,5
Fince Sara Kurni,Kampus yg keren..,5
Erwan Mulyana,Kapada nayla chikal pangesty di tunggu itikad baiknya belum bayar ke mamang grab sebesar 250.000 wa saya nya di blokir barangkali temen2 disini ada yang kenal tolong minta di sampaikan ke orang tersebut,5
Helen Suciati,"kampusnya keren, kurikulum sesuai dengan kebutuhan dunia kerja",5
Asmin Daeli,Kampus yg melahirkan tenaga terampil di bidang logistik 👍👍,5
aretha chanel,Kampus yang menghasilkan lulusan terbaik yang siap bersaing di manapun,5
hafiz susilo,Saya ingin banget pendidikan disitu..,5
ricky ramadhan,Belajar logistik ya di ULBI..,5
Penta Rina,ULBI Perguruan Tinggi yang keren  👍👍,5
Masriani Ani,Sejuk... Adem... Tapi angker,5
Fidel Sastro,Kampus yang lengkap,5
Sugijono Sugik,Keren ini yg pertama di Indonesia,5
I Wayan Sudarma,Keren kampusnya,5
arifin muchlis,Sukses dan Jaya Selalu,5
Harry Silaen,😍😍😍😍,5
Alfathani Diva,Kampusnya keren,5
Raini Ra,Mantap,5
Tiffani Angeline,"Hanya ada 11 universitas di dunia yang mencantumkan ""LOGISTICS"" dalam nama universitasnya..dan ""Universitas Logistik dan Bisnis Internasional"" adalah salah satunya.. dan yang pasti satu-satunya di Indonesia... Bergabunglah dengan ULBI 👍",5
Irbah NabilaH,"There are only 11 universities in the world with ""LOGISTICS"" included in  the university's name ..and ""Universitas Logistik dan Bisnis Internasional"" is one of them.. and for sure the only one in Indonesia... Join ULBI  👍",5
